Winery,Country,Province,Mean_Price,Mean_Points,Wines,Variety_Count
Ehlers Estate,US,California,51.266666666666666,91.0,15,5
Andrew Will,US,Washington,51.28,91.62745098039215,51,7
Bodegas y Viñedos Tábula,Spain,Northern Spain,51.285714285714285,89.6,15,3
Clos Figueras,Spain,Catalonia,51.3,90.9090909090909,11,2
Peju,US,California,51.30337078651685,88.40449438202248,89,13
Pali,US,Oregon,51.333333333333336,88.33333333333333,3,1
Château Cantenac Brown,France,Bordeaux,51.333333333333336,92.0,15,1
Poeira,Portugal,Douro,51.333333333333336,91.5,16,2
Schubert,New Zealand,Wairarapa,51.333333333333336,88.0,3,2
Obelisco Estate,US,Washington,51.3448275862069,88.96666666666667,30,8
Trinity Hill,New Zealand,Hawke's Bay,51.35,90.13636363636364,22,6
Scarzello,Italy,Piedmont,51.4,91.0,5,2
Viszlay Vineyards,US,California,51.416666666666664,86.91666666666667,12,8
Beni di Batasiolo,Italy,Piedmont,51.45238095238095,89.38775510204081,49,6
Bell,US,California,51.47826086956522,87.71739130434783,46,7
S.R. Tonella,US,California,51.5,90.5,2,2
Grasso,US,California,51.5,82.5,2,1
Gabriele Scaglione,Italy,Piedmont,51.5,88.5,2,1
Podere San Giacomo,Italy,Tuscany,51.5,90.0,2,1
Dr. Hermann,Germany,Mosel,51.541666666666664,90.75,24,1
Tenuta di Nozzole,Italy,Tuscany,51.55555555555556,89.77777777777777,9,4
Mauro Veglio,Italy,Piedmont,51.55555555555556,91.4,30,4
Heart O' The Mountain,US,California,51.55555555555556,88.0,9,1
Domaine Anderson,US,California,51.583333333333336,90.83333333333333,12,2
Marziano Abbona,Italy,Piedmont,51.583333333333336,90.23076923076923,13,4
Clunia,Spain,Northern Spain,51.6,91.0,6,2
Michele Chiarlo,Italy,Piedmont,51.61666666666667,89.78378378378379,74,7
Casa di Terra,Italy,Tuscany,51.63636363636363,89.05,20,3
Psagot,Israel,Jerusalem Hills,51.666666666666664,89.33333333333333,3,2
Brian Benson,US,California,51.666666666666664,91.44444444444444,9,7
Château Chauvin,France,Bordeaux,51.666666666666664,90.66666666666667,3,1
Carlos Moro,Spain,Northern Spain,51.666666666666664,88.33333333333333,3,2
Tres Vinicultores,US,California,51.666666666666664,91.66666666666667,3,3
Hattingley Valley Wines,England,England,51.666666666666664,92.0,5,2
Eden Road,Australia,New South Wales,51.666666666666664,87.66666666666667,3,1
Jim Ball,US,California,51.666666666666664,87.33333333333333,3,1
La Voix,US,California,51.666666666666664,92.66666666666667,6,4
Reyneke,South Africa,Stellenbosch,51.666666666666664,90.66666666666667,3,3
Castelvecchi,Italy,Tuscany,51.666666666666664,89.66666666666667,3,2
Adelsheim,US,Oregon,51.67307692307692,90.6826923076923,104,10
Delas Frères,France,Rhône Valley,51.69444444444444,89.51351351351352,37,6
Tenimenti Angelini,Italy,Tuscany,51.714285714285715,89.66666666666667,24,4
Les Vins de Vienne,France,Rhône Valley,51.729729729729726,90.05405405405405,37,5
Henri de Villamont,France,Burgundy,51.74,90.00862068965517,116,2
Negretti,Italy,Piedmont,51.75,89.14285714285714,21,3
Fossacolle,Italy,Tuscany,51.75,89.25,16,3
Pascal Bouchard,France,Burgundy,51.76,89.97916666666667,48,3
Damian Rae,US,California,51.77777777777778,87.33333333333333,9,3
Domaine A. Machard de Gramont,France,Burgundy,51.785714285714285,88.35714285714286,14,2
Vidon Vineyard,US,Oregon,51.78947368421053,91.05263157894737,19,2
Bottega,Italy,Veneto,51.8,85.9090909090909,11,6
Fisher,US,California,51.833333333333336,89.0,6,3
Solomon Hills,US,California,51.875,93.375,8,2
Saxum,US,California,51.88235294117647,90.94117647058823,17,2
Winderlea,US,Oregon,51.891891891891895,90.78378378378379,37,2
Faiveley,France,Burgundy,51.90625,88.53125,32,2
Monteci,Italy,Veneto,51.92307692307692,87.55555555555556,18,2
Wiese & Krohn,Portugal,Port,51.93333333333333,90.25,16,1
Amici,US,California,51.9375,89.25,48,5
Calbello,Italy,Tuscany,52.0,92.0,2,1
Domaine Clusel-Roch,France,Rhône Valley,52.0,91.33333333333333,3,3
RMH,US,California,52.0,90.0,2,1
Aldo Polencic,Italy,Northeastern Italy,52.0,92.0,1,1
Peter Andrew,South Africa,Stellenbosch,52.0,90.0,1,1
Château Brown,France,Bordeaux,52.0,90.22222222222223,18,3
Clau de Nell,France,Loire Valley,52.0,90.5,2,2
Tabarrini,Italy,Central Italy,52.0,88.23529411764706,17,4
Tenuta Carlina,Italy,Tuscany,52.0,89.75,4,1
Fratta Pasini,Italy,Veneto,52.0,87.2,5,2
Licinia,Spain,Central Spain,52.0,90.0,1,1
Blue Oasis,US,California,52.0,93.0,2,1
Angel Camp,US,California,52.0,92.0,1,1
Penner-Ash,US,Oregon,52.0,91.62068965517241,29,5
Pulchrum,Spain,Northern Spain,52.0,87.0,1,1
Cathar,Spain,Northern Spain,52.0,86.0,1,1
Fattoria Garbole,Italy,Veneto,52.0,85.4,5,1
Bodegas Hispano Suizas,Spain,Catalonia,52.0,85.0,2,1
Cantina Massara Burlotto,Italy,Piedmont,52.0,92.0,2,1
Superuco,Argentina,Mendoza Province,52.0,91.0,5,2
Pietro Rinaldi,Italy,Piedmont,52.083333333333336,89.92307692307692,13,2
Remo Farina,Italy,Veneto,52.09090909090909,90.0,11,2
Terlan,Italy,Northeastern Italy,52.1,90.72727272727273,11,5
Porter Family Vineyards,US,California,52.1,87.5,10,7
Robert Biale,US,California,52.108108108108105,92.44736842105263,38,3
Elderton,Australia,South Australia,52.13333333333333,89.86666666666666,15,6
Nicora,US,California,52.166666666666664,91.33333333333333,12,5
Benovia,US,California,52.22222222222222,91.44444444444444,27,3
Marion,Italy,Veneto,52.22222222222222,90.0,9,2
Trefethen,US,California,52.25,89.85,40,5
Domaine Berthet-Bondet,France,France Other,52.25,89.25,4,3
Arcadian,US,California,52.26086956521739,89.1304347826087,23,3
Rizieri,Italy,Piedmont,52.333333333333336,89.33333333333333,3,1
Dr. Pauly Bergweiler,Germany,Mosel-Saar-Ruwer,52.333333333333336,89.42857142857143,21,1
Castillo's Hillside Shire,US,California,52.4,86.0,5,4
JCR,US,California,52.4,91.6,5,2
San Cassiano,Italy,Veneto,52.4,87.0,8,2
Tenuta Vitanza,Italy,Tuscany,52.42307692307692,89.6,30,3
Clos Pepe,US,California,52.42857142857143,88.71428571428571,7,2
Herencia,US,California,52.42857142857143,90.0,7,5
Nicolis,Italy,Veneto,52.44444444444444,88.85714285714286,21,2
Heidsieck & Co Monopole,France,Champagne,52.473684210526315,87.80952380952381,21,1
Domaine Schoffit,France,Alsace,52.48936170212766,91.78846153846153,52,7
Fratelli Seghesio,Italy,Piedmont,52.5,90.25,4,1
Red Car,US,California,52.5,90.81818181818181,22,4
La Rioja Alta,Spain,Northern Spain,52.5,91.66666666666667,6,3
Ovation,US,California,52.5,93.0,2,1
Think Tank,US,California,52.5,88.0,2,2
Laura Zahtila,US,California,52.5,92.5,2,1
Cadre,US,California,52.5,90.5,2,1
Ilaria,US,California,52.5,91.5,2,2
Château Tour de Lagarde,France,Bordeaux,52.5,89.5,2,1
La Selvaccia,Italy,Tuscany,52.5,90.5,2,1
Shannon,South Africa,Elgin,52.5,89.5,2,2
Allora,US,California,52.5,86.0,2,2
Azalea Springs,US,California,52.5,91.0,2,2
Lachini,US,California,52.5,92.0,2,1
L'Aietta,Italy,Tuscany,52.5,92.0,2,1
Lieff,US,California,52.5,89.5,4,2
Stone Edge Farm,US,California,52.5,84.0,2,1
Blue Oak,US,California,52.5,87.5,2,2
Albatross Ridge,US,California,52.5,93.0,6,2
Château de la Brède,France,Bordeaux,52.5,90.0,2,2
Reflections,US,California,52.5,84.5,2,1
Cult X,US,California,52.5,88.5,2,2
Gallimard Père et Fils,France,Champagne,52.5,89.0,2,2
Colombaio,Italy,Tuscany,52.5,87.8,5,2
Altamura,US,California,52.5,87.5,4,2
Fulcrum,US,California,52.51851851851852,91.14814814814815,27,4
Merry Edwards,US,California,52.526881720430104,92.36559139784946,93,3
Gros Ventre,US,California,52.57142857142857,91.71428571428571,7,1
Verbena,Italy,Tuscany,52.6,89.13333333333334,15,2
Domaine du Vieux Lazaret,France,Rhône Valley,52.6,90.2,5,2
Domaine de Nalys,France,Rhône Valley,52.61538461538461,90.15384615384616,13,3
Quinta do Vale Meão,Portugal,Douro,52.65,93.14285714285714,21,4
Wm. Harrison,US,California,52.666666666666664,87.66666666666667,3,3
Eleanor,US,California,52.666666666666664,86.33333333333333,3,1
Sauska,Hungary,Tokaj,52.666666666666664,88.66666666666667,9,3
Legras & Haas,France,Champagne,52.666666666666664,89.33333333333333,3,2
Hirsch,Austria,Niederösterreich,52.666666666666664,89.0,6,2
Fanti,Italy,Tuscany,52.68421052631579,89.18181818181819,22,2
Domus Aurea,Chile,Maipo Valley,52.7,89.7,10,1
Terre del Principe,Italy,Southern Italy,52.705882352941174,88.88235294117646,17,5
Chappellet,US,California,52.714285714285715,91.67857142857143,28,6
Vincent Couche,France,Champagne,52.75,90.13333333333334,15,2
Ferrero,Italy,Tuscany,52.76923076923077,88.61538461538461,13,2
Castellani Michele & Figli,Italy,Veneto,52.77777777777778,89.0,18,2
Boscarelli,Italy,Tuscany,52.8,90.33333333333333,21,4
Trombetta,US,California,52.8,92.0,10,2
Fontanabianca,Italy,Piedmont,52.81818181818182,90.27272727272727,11,2
Château la Louvière,France,Bordeaux,52.857142857142854,91.05263157894737,19,2
Quinta do Noval,Portugal,Douro,52.875,90.75,8,3
Prager,Austria,Wachau,52.95,91.35,20,2
Jacquart,France,Champagne,52.96153846153846,88.6969696969697,33,2
Domaine Pierre Guillemot,France,Burgundy,53.0,88.8,5,2
Gosalbez Orti,Spain,Central Spain,53.0,88.0,1,1
Franco Molino Cascina Rocca,Italy,Piedmont,53.0,93.0,2,1
Tenuta della Luia,Italy,Tuscany,53.0,90.0,1,1
Quinta Nova de Nossa Senhora do Carmo,Portugal,Douro,53.0,89.82142857142857,28,5
Fletcher,Italy,Piedmont,53.0,91.0,1,1
Twisted Twig,US,California,53.0,88.5,2,2
Vinoptima,New Zealand,Gisborne,53.0,89.0,1,1
Brave & Maiden,US,California,53.0,91.1,10,6
Domaine Chandon de Briailles,France,Burgundy,53.0,91.66666666666667,3,1
Neudorf,New Zealand,New Zealand,53.0,90.0,1,1
Tenute Fiorebelli,Italy,Veneto,53.0,89.5,2,2
Square Peg,US,California,53.0,92.0,1,1
Hoffmann & Rathbone,England,England,53.0,92.5,2,2
Sordo,Italy,Piedmont,53.041666666666664,91.16666666666667,24,2
Lutum,US,California,53.07692307692308,92.0,13,2
Le Cadeau,US,Oregon,53.1219512195122,90.90243902439025,41,2
Domaine Huguenot,France,Burgundy,53.125,90.625,8,2
Cossart Gordon,Portugal,Madeira,53.142857142857146,90.875,8,3
Mario Perelli-Minetti,US,California,53.166666666666664,89.16666666666667,6,2
Domaine Jo Pithon,France,Loire Valley,53.166666666666664,90.33333333333333,6,1
Davies,US,California,53.166666666666664,91.5,30,2
Château Lagrange,France,Bordeaux,53.2,92.70588235294117,17,2
Prunotto,Italy,Piedmont,53.2,89.6969696969697,33,4
Fonseca,Portugal,Port,53.2,90.70370370370371,27,1
Red Stitch,US,California,53.2,92.2,5,2
Mario Marengo,Italy,Piedmont,53.25,91.0,6,1
Kagan,US,California,53.25,88.5,4,3
Parrish Family,US,California,53.25,92.75,4,2
Source Napa,US,California,53.25,88.25,4,3
White Rock Vineyards,US,California,53.25,89.0,4,3
Domaine du Colombier,France,Rhône Valley,53.25,89.875,8,2
Contrade di Taurasi - Lonardo,Italy,Southern Italy,53.25,92.5,10,2
Rijk's,South Africa,Tulbagh,53.333333333333336,89.125,8,4
Château Simon,France,Bordeaux,53.333333333333336,91.5,4,1
Luigi Voghera,Italy,Piedmont,53.333333333333336,88.6,5,2
Adelaida Cellars,US,California,53.333333333333336,89.33333333333333,3,3
Pietranera,Italy,Tuscany,53.333333333333336,90.0,9,2
Château Bourseau,France,Bordeaux,53.333333333333336,89.66666666666667,3,1
Rocca Giovanni,Italy,Piedmont,53.333333333333336,90.16666666666667,6,1
Castello Bonomi,Italy,Lombardy,53.357142857142854,87.92857142857143,14,4
Kanonkop,South Africa,Simonsberg-Stellenbosch,53.375,90.2,20,3
Brunelli Martoccia,Italy,Tuscany,53.38461538461539,89.15384615384616,13,3
Jada Vineyard & Winery,US,California,53.38461538461539,91.11538461538461,26,11
Castellare di Castellina,Italy,Tuscany,53.42424242424242,90.26470588235294,34,5
Hélène Garcin,Argentina,Mendoza Province,53.42857142857143,88.85714285714286,7,4
Antolini,Italy,Veneto,53.44444444444444,88.8,15,2
Louis M. Martini,US,California,53.45614035087719,88.10526315789474,57,8
Pago de Sangara,Spain,Northern Spain,53.5,89.5,2,1
Gagliole,Italy,Tuscany,53.5,89.58333333333333,12,2
Neudorf,New Zealand,Moutere,53.5,89.25,4,2
Domaine Font de Michelle,France,Rhône Valley,53.5,89.4,5,2
Kanzler,US,California,53.5,91.25,4,2
Akarua,New Zealand,Central Otago,53.5,89.0,6,2
Via Giusti,US,California,53.5,88.5,4,2
Papapietro Perry,US,California,53.5,90.25,16,3
Domaine Jean Monnier et Fils,France,Burgundy,53.6,89.27272727272727,11,2
Ridolfi,Italy,Tuscany,53.6,89.72727272727273,11,2
Ideology,US,California,53.6,88.2,10,5
Snowden,US,California,53.625,89.25,8,3
Millésimé,US,California,53.64705882352941,84.47058823529412,17,6
Leacock's,Portugal,Madeira,53.666666666666664,88.66666666666667,3,2
Luigi Pira,Italy,Piedmont,53.666666666666664,91.0,4,1
Marqués de Vargas,Spain,Northern Spain,53.6875,88.25,16,3
Roco,US,Oregon,53.70967741935484,90.38709677419355,31,3
Brigaldara,Italy,Veneto,53.72727272727273,88.75,12,2
Bien Nacido,US,California,53.733333333333334,92.46666666666667,15,4
Nicholas Cole,US,Washington,53.75,91.75,4,3
Vini Italiani da Sogno,Italy,Tuscany,53.75,88.33333333333333,6,2
BlackCap,US,Oregon,53.75,90.0,4,2
Castell d'Encus,Spain,Catalonia,53.75,88.0,4,3
Proprietà Sperino,Italy,Piedmont,53.75,92.75,4,2
Armilla,Italy,Tuscany,53.75,90.16666666666667,6,2
Remelluri,Spain,Northern Spain,53.75,91.125,8,4
Camigliano,Italy,Tuscany,53.76,89.23076923076923,26,4
Covenant,US,California,53.77777777777778,90.88888888888889,9,6
Bacigalupi,US,California,53.8,89.6,5,4
Groth,US,California,53.81818181818182,89.57575757575758,33,3
Black Kite,US,California,53.82222222222222,91.53333333333333,45,2
Tornesi,Italy,Tuscany,53.833333333333336,89.9090909090909,11,2
Oakville Ranch,US,California,53.8421052631579,86.05263157894737,19,7
Monte De Oro,US,California,53.857142857142854,87.35714285714286,14,4
Megandina Cellars,US,California,54.0,84.0,1,1
Small and Tall,US,California,54.0,93.0,2,1
Arndorfer,Austria,Austria,54.0,89.0,1,1
Alma de Tobia,Spain,Northern Spain,54.0,88.0,1,1
Angela Estate,US,Oregon,54.0,91.5,4,1
Clos Dady,France,Bordeaux,54.0,89.0,1,1
Lewis,US,California,54.0,93.0,2,2
Roger Roessler,US,California,54.0,90.0,1,1
Admirable Family Vineyard,US,California,54.0,88.0,2,2
Cherubino,Australia,Western Australia,54.0,93.33333333333333,3,1
Gigi Rosso,Italy,Piedmont,54.0,90.66666666666667,6,1
Recanati,Israel,Judean Hills,54.0,90.66666666666667,3,1
Pujanza,Spain,Northern Spain,54.0,89.625,8,3
Red Stich,US,California,54.0,93.0,1,1
Heribert Bayer,Austria,Burgenland,54.0,91.66666666666667,3,3
Le Strie,Italy,Lombardy,54.0,89.0,1,1
Domaine Delaporte,France,Loire Valley,54.0,92.16666666666667,6,2
Aaldering,South Africa,Stellenbosch,54.0,87.0,1,1
Graf Hardegg,Austria,Austria,54.0,90.0,1,1
Scroll,US,California,54.0,88.0,1,1
Tenuta di Valgiano,Italy,Tuscany,54.0,90.5,2,1
S. Lucia,Italy,Tuscany,54.0,88.0,2,1
Hensteeth,US,California,54.0,88.42857142857143,7,3
Bush-Field,US,California,54.0,83.0,1,1
Castello di Nipozzano,Italy,Tuscany,54.0,93.0,1,1
Nittnaus Anita und Hans,Austria,Neusiedlersee,54.0,92.0,2,1
Château Fonbadet,France,Bordeaux,54.0,92.125,8,1
Tendril,US,Oregon,54.0,91.7,10,2
Darjean Jones,US,California,54.0,85.0,1,1
Querce Bettina,Italy,Tuscany,54.142857142857146,89.5,8,2
Glaetzer,Australia,South Australia,54.166666666666664,92.84615384615384,13,3
Grieve,US,California,54.166666666666664,90.5,6,3
Castello di Montepò,Italy,Tuscany,54.166666666666664,90.33333333333333,6,3
Arnaldo Caprai,Italy,Central Italy,54.17857142857143,90.71428571428571,28,3
De Ponte Cellars,US,Oregon,54.2,90.33333333333333,6,1
Salvatore Molettieri,Italy,Southern Italy,54.2,88.8,5,2
Regale Winery and Vineyards,US,California,54.2,87.8,5,2
La Gerla,Italy,Tuscany,54.26086956521739,90.57692307692308,26,2
Von Othegraven,Germany,Mosel-Saar-Ruwer,54.27272727272727,90.0909090909091,11,1
Evening Land,US,Oregon,54.285714285714285,91.52380952380952,21,4
Gypsy Dancer,US,Oregon,54.333333333333336,88.83333333333333,6,2
Domaine Drouhin Oregon,US,Oregon,54.333333333333336,92.93333333333334,15,2
Hollywood & Vine,US,California,54.333333333333336,86.33333333333333,3,2
Château Prieuré-Lichine,France,Bordeaux,54.333333333333336,91.29411764705883,17,1
Ziata,US,California,54.333333333333336,90.22222222222223,9,4
Errazuriz,Chile,Aconcagua Valley,54.35443037974684,88.75,80,12
Domdechant Werner,Germany,Rheingau,54.38805970149254,89.92537313432835,67,1
Paradisone,Italy,Tuscany,54.4,88.0,5,1
La Velona,Italy,Tuscany,54.4,90.11111111111111,9,2
Tolaini,Italy,Tuscany,54.4,89.5,10,3
Alidis,Spain,Northern Spain,54.4,89.28,25,1
Jeff Gordon,US,California,54.421052631578945,87.21052631578948,19,5
Feliz Noche,US,California,54.46153846153846,88.23076923076923,13,11
Ken Wright,US,Oregon,54.47457627118644,92.08474576271186,59,2
Sandhi,US,California,54.5,91.77777777777777,18,2
Colin,France,Champagne,54.5,89.75,4,2
Château de la Cour,France,Bordeaux,54.5,87.5,2,1
Domaine Huët,France,Loire Valley,54.5,94.0,16,1
Vinoce,US,California,54.5,88.5,4,3
Roy J. Maier,US,California,54.5,88.0,2,1
Château d'Esclans,France,Provence,54.52777777777778,89.86486486486487,37,1
Il Grappolo,Italy,Tuscany,54.6,88.6,5,1
Nigl,Austria,Kremstal,54.625,91.1,20,2
Tyler,US,California,54.625,91.625,8,1
Bodega Rolland,Argentina,Other,54.666666666666664,92.33333333333333,3,2
Madorom,US,California,54.666666666666664,89.16666666666667,6,3
Caiarossa,Italy,Tuscany,54.69230769230769,89.61538461538461,13,3
Schloss Vollrads,Germany,Rheingau,54.714285714285715,90.02857142857142,35,1
La Pitchoune,US,California,54.77777777777778,89.88888888888889,9,2
Gamble Family Vineyards,US,California,54.8,90.4,5,4
Querciabella,Italy,Tuscany,54.8,89.4,5,2
Le Vieux Pin,Canada,British Columbia,54.8,92.4,5,3
Hoopes,US,California,54.875,91.0,8,2
Vignobles Brumont,France,Southwest France,54.88235294117647,92.05882352941177,17,8
Tudor Wines,US,California,54.92307692307692,88.53846153846153,13,1
Charles Ellner,France,Champagne,54.925925925925924,90.18518518518519,27,2
Comm. G. B. Burlotto,Italy,Piedmont,54.9375,92.375,16,2
Keenan,US,California,54.98,89.32,50,7
Poderi Elia,Italy,Piedmont,55.0,88.5,4,1
Antinori-Matte,Chile,Maipo Valley,55.0,87.0,1,1
Cuttings,US,California,55.0,92.0,1,1
Metternich-Salomon,Austria,Kremstal,55.0,92.75,4,1
Ispiri,US,California,55.0,89.0,1,1
Quinta do Tedo,Portugal,Douro,55.0,89.75,4,2
La Torre,Italy,Tuscany,55.0,87.125,8,2
Tenuta dei Fiori,Italy,Piedmont,55.0,88.0,1,1
Fontevecchia,Italy,Tuscany,55.0,90.0,4,2
Château Deyrem Valentin,France,Bordeaux,55.0,89.0,7,1
Wilson and Wilson,US,California,55.0,91.0,1,1
Vidal Vineyards,US,California,55.0,87.0,1,1
Swiftwater Cellars,US,Oregon,55.0,87.5,2,1
Sant Agnese dei F.lli Gigli,Italy,Tuscany,55.0,90.8,5,1
Atali Winery,US,California,55.0,86.0,1,1
Drake,US,California,55.0,90.25,4,1
Bouchard Finlayson,South Africa,Hemel en Aarde,55.0,90.0,1,1
Petito,US,California,55.0,91.0,1,1
Native Sun,US,Washington,55.0,90.66666666666667,3,2
Hecho por Ruben,US,California,55.0,94.0,4,2
Loacker Corte Pavone,Italy,Tuscany,55.0,89.0,2,2
Vinessens,Spain,Levante,55.0,89.66666666666667,3,3
Hush Heath Estate,England,England,55.0,90.75,4,1
Sabina Vineyards,US,Oregon,55.0,92.0,1,1
Terra d'Arcoiris,Italy,Tuscany,55.0,89.0,1,1
Kingsley Estate,New Zealand,Hawke's Bay,55.0,88.0,1,1
Albis,Chile,Maipo Valley,55.0,90.0,1,1
Lagniappe,US,California,55.0,87.5,2,1
Tenuta Bellafonte,Italy,Central Italy,55.0,93.0,2,1
Tenuta Buon Tempo,Italy,Tuscany,55.0,88.66666666666667,6,1
Château Léognan,France,Bordeaux,55.0,89.66666666666667,3,1
Pago Jean Leon,Spain,Catalonia,55.0,86.0,1,1
Pittsburgh,US,California,55.0,85.0,1,1
Ostler,New Zealand,Waitaki Valley,55.0,89.0,1,1
Trecini,US,California,55.0,85.0,1,1
Faust,US,California,55.0,86.66666666666667,9,1
Château Lynch-Moussas,France,Bordeaux,55.0,90.53333333333333,15,1
Mount Michael,New Zealand,Central Otago,55.0,89.0,1,1
Château le Temple,France,Bordeaux,55.0,89.5,2,1
Domaine de Cristia,France,Rhône Valley,55.0,92.0,1,1
Daviana,US,California,55.0,88.0,2,2
Jayson,US,California,55.0,90.33333333333333,3,2
Space Cowboy,US,California,55.0,90.0,1,1
History,US,Washington,55.0,89.0,4,4
Prim Family,US,California,55.0,91.75,4,2
Château Brulescaille,France,Bordeaux,55.0,88.0,1,1
Caprili,Italy,Tuscany,55.0,91.61538461538461,13,2
Château Arnauld,France,Bordeaux,55.0,91.0,2,1
Quinta de Malho,Portugal,Douro,55.0,87.0,1,1
Cataldi Madonna,Italy,Central Italy,55.0,86.33333333333333,3,2
Domaine Labruyère,France,Beaujolais,55.0,91.5,4,1
Alexander-Smith,US,California,55.0,89.0,2,2
Tognetti,US,California,55.0,92.0,2,1
Cefalu',US,California,55.0,93.0,1,1
François Buffet,France,Burgundy,55.0,89.0,1,1
Rocking K,US,California,55.0,84.0,1,1
Hunt & Ryde,US,California,55.0,92.0,3,3
Quinta de Roriz,Portugal,Port,55.0,90.0,2,1
Pinanfarina,US,California,55.0,84.0,1,1
7 Lunas,Spain,Northern Spain,55.0,90.0,1,1
Armitage,US,California,55.0,92.0,1,1
Tishbi Estate,Israel,Negev Hills,55.0,89.0,1,1
A.R. Lenoble ,France,Champagne,55.0,90.57142857142857,14,3
Fotinos Brothers,US,California,55.0,88.0,1,1
La Pieve,Italy,Tuscany,55.0,88.0,3,2
Podere Monastero,Italy,Tuscany,55.0,90.5,2,2
Coyote Canyon,US,California,55.0,88.0,1,1
Château Montaiguillon,France,Bordeaux,55.0,86.0,2,1
Lasseter,US,California,55.0,88.0625,16,6
Barrat-Masson,France,Champagne,55.0,88.0,1,1
Château la Croix du Casse,France,Bordeaux,55.0,89.5,2,1
Ventolaio di Fanti Luigi,Italy,Tuscany,55.0,88.6,5,1
Veraison,US,California,55.0,88.5,4,3
Karma Vineyards,US,Washington,55.0,87.25,4,1
Pegasus Estate,US,California,55.0,89.0,2,1
Château Goubau,France,Bordeaux,55.0,91.0,1,1
Aesthete,US,California,55.0,93.0,1,1
Nonno Zito,US,California,55.0,92.0,2,2
Benoît Cocteaux,France,Champagne,55.0,90.0,1,1
Ellena,Italy,Piedmont,55.0,88.0,4,1
Stina's,US,Washington,55.0,84.0,2,2
Pelter,Israel,Jerusalem Hills,55.0,91.0,1,1
Megan Anne,US,Oregon,55.0,91.25,4,1
Arndorfer,Austria,Österreichischer Sekt,55.0,92.0,1,1
Alyris,US,California,55.0,90.0,3,3
Domaine Lucien Barrot et Fils,France,Rhône Valley,55.0,92.0,1,1
Bilancia,New Zealand,Hawke's Bay,55.0,90.0,3,3
Château Jeandeman,France,Bordeaux,55.0,89.5,2,1
Captûre,US,California,55.0,89.33333333333333,3,2
Peju Province Winery,US,California,55.0,92.0,1,1
Le Piane,Italy,Piedmont,55.0,94.0,2,1
Villa Creek,US,California,55.0,94.0,1,1
Romariz,Portugal,Port,55.0,92.0,1,1
Manfred Tement,Austria,Südsteiermark,55.0,90.3,10,2
Domaine Lathuilière Gravallon,France,Beaujolais,55.0,92.0,1,1
Capanna,Italy,Tuscany,55.05882352941177,91.11111111111111,18,2
Grans-Fassian,Germany,Mosel-Saar-Ruwer,55.07692307692308,89.07692307692308,13,1
Terra Valentine,US,California,55.08888888888889,89.82222222222222,45,12
